Loading miniconda version 22.11.1-1
Sequential(
  (0): Linear(in_features=3, out_features=32, bias=True)
  (1): GELU(approximate='none')
  (2): Linear(in_features=32, out_features=32, bias=True)
  (3): GELU(approximate='none')
  (4): Linear(in_features=32, out_features=32, bias=True)
  (5): GELU(approximate='none')
  (6): Linear(in_features=32, out_features=32, bias=True)
  (7): GELU(approximate='none')
  (8): Linear(in_features=32, out_features=32, bias=True)
  (9): GELU(approximate='none')
  (10): Linear(in_features=32, out_features=32, bias=True)
  (11): GELU(approximate='none')
  (12): Linear(in_features=32, out_features=32, bias=True)
  (13): GELU(approximate='none')
  (14): Linear(in_features=32, out_features=2, bias=True)
)
tensor(5.0159, grad_fn=<MeanBackward1>) 0
tensor(3.6475, grad_fn=<MeanBackward1>) 42000
tensor(2.1764, grad_fn=<MeanBackward1>) 42100
tensor(2.6050, grad_fn=<MeanBackward1>) 42200
tensor(5.6069, grad_fn=<MeanBackward1>) 42300
tensor(3.2576, grad_fn=<MeanBackward1>) 42400
tensor(3.7928, grad_fn=<MeanBackward1>) 42500
tensor(2.4486, grad_fn=<MeanBackward1>) 42600
tensor(3.2391, grad_fn=<MeanBackward1>) 42700
tensor(3.6887, grad_fn=<MeanBackward1>) 42800
tensor(4.9572, grad_fn=<MeanBackward1>) 42900
tensor(2.8048, grad_fn=<MeanBackward1>) 43000
tensor(2.0438, grad_fn=<MeanBackward1>) 43100
tensor(2.4386, grad_fn=<MeanBackward1>) 43200
tensor(3.7010, grad_fn=<MeanBackward1>) 43300
tensor(2.8714, grad_fn=<MeanBackward1>) 43400
tensor(2.2930, grad_fn=<MeanBackward1>) 43500
tensor(3.1959, grad_fn=<MeanBackward1>) 43600
tensor(2.6128, grad_fn=<MeanBackward1>) 43700
tensor(2.5555, grad_fn=<MeanBackward1>) 43800
tensor(7.7827, grad_fn=<MeanBackward1>) 43900
tensor(3.0968, grad_fn=<MeanBackward1>) 44000
tensor(1.3676, grad_fn=<MeanBackward1>) 44100
tensor(2.0240, grad_fn=<MeanBackward1>) 44200
tensor(3.8201, grad_fn=<MeanBackward1>) 44300
tensor(3.6138, grad_fn=<MeanBackward1>) 44400
tensor(4.0441, grad_fn=<MeanBackward1>) 44500
tensor(3.1796, grad_fn=<MeanBackward1>) 44600
tensor(5.4743, grad_fn=<MeanBackward1>) 44700
tensor(3.0220, grad_fn=<MeanBackward1>) 44800
tensor(1.8818, grad_fn=<MeanBackward1>) 44900
tensor(2.8017, grad_fn=<MeanBackward1>) 45000
tensor(3.2090, grad_fn=<MeanBackward1>) 45100
tensor(2.2016, grad_fn=<MeanBackward1>) 45200
tensor(1.8106, grad_fn=<MeanBackward1>) 45300
tensor(1.7182, grad_fn=<MeanBackward1>) 45400
tensor(2.4274, grad_fn=<MeanBackward1>) 45500
tensor(3.2079, grad_fn=<MeanBackward1>) 45600
tensor(3.0480, grad_fn=<MeanBackward1>) 45700
tensor(2.8468, grad_fn=<MeanBackward1>) 45800
tensor(3.3293, grad_fn=<MeanBackward1>) 45900
tensor(3.2931, grad_fn=<MeanBackward1>) 46000
tensor(2.1739, grad_fn=<MeanBackward1>) 46100
tensor(2.4093, grad_fn=<MeanBackward1>) 46200
tensor(2.1858, grad_fn=<MeanBackward1>) 46300
tensor(5.4147, grad_fn=<MeanBackward1>) 46400
tensor(2.1545, grad_fn=<MeanBackward1>) 46500
tensor(3.0134, grad_fn=<MeanBackward1>) 46600
tensor(3.7791, grad_fn=<MeanBackward1>) 46700
tensor(2.7410, grad_fn=<MeanBackward1>) 46800
tensor(2.4312, grad_fn=<MeanBackward1>) 46900
tensor(1.8744, grad_fn=<MeanBackward1>) 47000
tensor(2.3362, grad_fn=<MeanBackward1>) 47100
tensor(3.4651, grad_fn=<MeanBackward1>) 47200
tensor(3.0629, grad_fn=<MeanBackward1>) 47300
tensor(2.4475, grad_fn=<MeanBackward1>) 47400
tensor(2.6985, grad_fn=<MeanBackward1>) 47500
tensor(3.8457, grad_fn=<MeanBackward1>) 47600
tensor(2.7707, grad_fn=<MeanBackward1>) 47700
tensor(2.8153, grad_fn=<MeanBackward1>) 47800
tensor(5.4202, grad_fn=<MeanBackward1>) 47900
tensor(2.8711, grad_fn=<MeanBackward1>) 48000
tensor(1.9454, grad_fn=<MeanBackward1>) 48100
tensor(3.4070, grad_fn=<MeanBackward1>) 48200
tensor(2.7589, grad_fn=<MeanBackward1>) 48300
tensor(2.4492, grad_fn=<MeanBackward1>) 48400
tensor(1.7727, grad_fn=<MeanBackward1>) 48500
tensor(6.8738, grad_fn=<MeanBackward1>) 48600
tensor(2.8053, grad_fn=<MeanBackward1>) 48700
tensor(2.9123, grad_fn=<MeanBackward1>) 48800
tensor(2.6343, grad_fn=<MeanBackward1>) 48900
tensor(4.5791, grad_fn=<MeanBackward1>) 49000
tensor(2.7448, grad_fn=<MeanBackward1>) 49100
tensor(2.9078, grad_fn=<MeanBackward1>) 49200
tensor(2.1757, grad_fn=<MeanBackward1>) 49300
tensor(1.6801, grad_fn=<MeanBackward1>) 49400
tensor(2.3743, grad_fn=<MeanBackward1>) 49500
tensor(2.8641, grad_fn=<MeanBackward1>) 49600
tensor(2.8039, grad_fn=<MeanBackward1>) 49700
tensor(3.2348, grad_fn=<MeanBackward1>) 49800
tensor(1.9227, grad_fn=<MeanBackward1>) 49900
tensor(2.7129, grad_fn=<MeanBackward1>) 50000
tensor(2.1504, grad_fn=<MeanBackward1>) 50100
tensor(2.5745, grad_fn=<MeanBackward1>) 50200
tensor(2.9168, grad_fn=<MeanBackward1>) 50300
tensor(2.6377, grad_fn=<MeanBackward1>) 50400
tensor(2.5513, grad_fn=<MeanBackward1>) 50500
tensor(5.5638, grad_fn=<MeanBackward1>) 50600
tensor(2.9112, grad_fn=<MeanBackward1>) 50700
tensor(1.7084, grad_fn=<MeanBackward1>) 50800
tensor(1.6356, grad_fn=<MeanBackward1>) 50900
tensor(2.2359, grad_fn=<MeanBackward1>) 51000
tensor(2.4988, grad_fn=<MeanBackward1>) 51100
tensor(2.4029, grad_fn=<MeanBackward1>) 51200
tensor(4.9523, grad_fn=<MeanBackward1>) 51300
tensor(5.4491, grad_fn=<MeanBackward1>) 51400
tensor(2.1569, grad_fn=<MeanBackward1>) 51500
tensor(13.1663, grad_fn=<MeanBackward1>) 51600
tensor(2.4684, grad_fn=<MeanBackward1>) 51700
tensor(1.8575, grad_fn=<MeanBackward1>) 51800
tensor(2.8451, grad_fn=<MeanBackward1>) 51900
tensor(1.9455, grad_fn=<MeanBackward1>) 52000
tensor(3.6528, grad_fn=<MeanBackward1>) 52100
tensor(4.1528, grad_fn=<MeanBackward1>) 52200
tensor(8.5676, grad_fn=<MeanBackward1>) 52300
tensor(2.5360, grad_fn=<MeanBackward1>) 52400
tensor(2.0747, grad_fn=<MeanBackward1>) 52500
tensor(3.2144, grad_fn=<MeanBackward1>) 52600
tensor(3.1454, grad_fn=<MeanBackward1>) 52700
tensor(3.5297, grad_fn=<MeanBackward1>) 52800
tensor(2.3049, grad_fn=<MeanBackward1>) 52900
tensor(4.4085, grad_fn=<MeanBackward1>) 53000
tensor(3.6949, grad_fn=<MeanBackward1>) 53100
tensor(2.2136, grad_fn=<MeanBackward1>) 53200
tensor(2.3564, grad_fn=<MeanBackward1>) 53300
tensor(4.3005, grad_fn=<MeanBackward1>) 53400
tensor(3.7442, grad_fn=<MeanBackward1>) 53500
tensor(1.6242, grad_fn=<MeanBackward1>) 53600
tensor(3.3584, grad_fn=<MeanBackward1>) 53700
tensor(5.1095, grad_fn=<MeanBackward1>) 53800
tensor(2.7638, grad_fn=<MeanBackward1>) 53900
tensor(8.2654, grad_fn=<MeanBackward1>) 54000
tensor(7.9263, grad_fn=<MeanBackward1>) 54100
tensor(1.8525, grad_fn=<MeanBackward1>) 54200
tensor(2.4234, grad_fn=<MeanBackward1>) 54300
tensor(2.4367, grad_fn=<MeanBackward1>) 54400
tensor(2.4254, grad_fn=<MeanBackward1>) 54500
tensor(2.8781, grad_fn=<MeanBackward1>) 54600
tensor(2.4520, grad_fn=<MeanBackward1>) 54700
tensor(3.5087, grad_fn=<MeanBackward1>) 54800
tensor(2.9114, grad_fn=<MeanBackward1>) 54900
tensor(1.9474, grad_fn=<MeanBackward1>) 55000
tensor(3.9423, grad_fn=<MeanBackward1>) 55100
tensor(4.9021, grad_fn=<MeanBackward1>) 55200
tensor(2.6762, grad_fn=<MeanBackward1>) 55300
tensor(2.3149, grad_fn=<MeanBackward1>) 55400
tensor(2.3205, grad_fn=<MeanBackward1>) 55500
tensor(5.2922, grad_fn=<MeanBackward1>) 55600
tensor(3.1563, grad_fn=<MeanBackward1>) 55700
tensor(3.7590, grad_fn=<MeanBackward1>) 55800
tensor(2.4505, grad_fn=<MeanBackward1>) 55900
tensor(2.6799, grad_fn=<MeanBackward1>) 56000
tensor(3.6290, grad_fn=<MeanBackward1>) 56100
tensor(3.1788, grad_fn=<MeanBackward1>) 56200
tensor(2.2568, grad_fn=<MeanBackward1>) 56300
tensor(2.3926, grad_fn=<MeanBackward1>) 56400
tensor(3.8282, grad_fn=<MeanBackward1>) 56500
tensor(2.4008, grad_fn=<MeanBackward1>) 56600
tensor(2.7901, grad_fn=<MeanBackward1>) 56700
tensor(2.8106, grad_fn=<MeanBackward1>) 56800
tensor(9.3771, grad_fn=<MeanBackward1>) 56900
tensor(4.5403, grad_fn=<MeanBackward1>) 57000
tensor(3.5539, grad_fn=<MeanBackward1>) 57100
tensor(4.0296, grad_fn=<MeanBackward1>) 57200
tensor(4.7350, grad_fn=<MeanBackward1>) 57300
tensor(2.6056, grad_fn=<MeanBackward1>) 57400
tensor(4.2549, grad_fn=<MeanBackward1>) 57500
tensor(3.1806, grad_fn=<MeanBackward1>) 57600
tensor(2.4999, grad_fn=<MeanBackward1>) 57700
tensor(11.7289, grad_fn=<MeanBackward1>) 57800
tensor(2.7834, grad_fn=<MeanBackward1>) 57900
tensor(1.8201, grad_fn=<MeanBackward1>) 58000
tensor(1.8322, grad_fn=<MeanBackward1>) 58100
tensor(2.4548, grad_fn=<MeanBackward1>) 58200
tensor(3.1472, grad_fn=<MeanBackward1>) 58300
tensor(2.0704, grad_fn=<MeanBackward1>) 58400
tensor(3.3369, grad_fn=<MeanBackward1>) 58500
tensor(2.4036, grad_fn=<MeanBackward1>) 58600
tensor(4.8086, grad_fn=<MeanBackward1>) 58700
tensor(1.3743, grad_fn=<MeanBackward1>) 58800
tensor(2.6340, grad_fn=<MeanBackward1>) 58900
tensor(2.3912, grad_fn=<MeanBackward1>) 59000
tensor(2.3040, grad_fn=<MeanBackward1>) 59100
tensor(2.2795, grad_fn=<MeanBackward1>) 59200
tensor(4.1760, grad_fn=<MeanBackward1>) 59300
tensor(1.5825, grad_fn=<MeanBackward1>) 59400
tensor(2.6994, grad_fn=<MeanBackward1>) 59500
tensor(4.0454, grad_fn=<MeanBackward1>) 59600
tensor(3.4293, grad_fn=<MeanBackward1>) 59700
tensor(4.1788, grad_fn=<MeanBackward1>) 59800
tensor(3.0276, grad_fn=<MeanBackward1>) 59900
tensor(2.6105, grad_fn=<MeanBackward1>) 60000
tensor(2.1793, grad_fn=<MeanBackward1>) 60100
tensor(1.7416, grad_fn=<MeanBackward1>) 60200
tensor(2.6315, grad_fn=<MeanBackward1>) 60300
tensor(1.9932, grad_fn=<MeanBackward1>) 60400
tensor(2.8908, grad_fn=<MeanBackward1>) 60500
tensor(3.4365, grad_fn=<MeanBackward1>) 60600
tensor(3.9375, grad_fn=<MeanBackward1>) 60700
tensor(2.2992, grad_fn=<MeanBackward1>) 60800
tensor(2.5319, grad_fn=<MeanBackward1>) 60900
tensor(2.3586, grad_fn=<MeanBackward1>) 61000
tensor(3.1726, grad_fn=<MeanBackward1>) 61100
tensor(2.9084, grad_fn=<MeanBackward1>) 61200
tensor(2.1195, grad_fn=<MeanBackward1>) 61300
tensor(2.2634, grad_fn=<MeanBackward1>) 61400
tensor(2.4694, grad_fn=<MeanBackward1>) 61500
tensor(1.6982, grad_fn=<MeanBackward1>) 61600
tensor(11.4306, grad_fn=<MeanBackward1>) 61700
tensor(2.3423, grad_fn=<MeanBackward1>) 61800
tensor(6.0598, grad_fn=<MeanBackward1>) 61900
tensor(3.4051, grad_fn=<MeanBackward1>) 62000
tensor(2.4091, grad_fn=<MeanBackward1>) 62100
tensor(4.0710, grad_fn=<MeanBackward1>) 62200
tensor(6.9661, grad_fn=<MeanBackward1>) 62300
tensor(2.3617, grad_fn=<MeanBackward1>) 62400
tensor(2.5676, grad_fn=<MeanBackward1>) 62500
tensor(2.1293, grad_fn=<MeanBackward1>) 62600
tensor(3.0709, grad_fn=<MeanBackward1>) 62700
tensor(4.6695, grad_fn=<MeanBackward1>) 62800
tensor(2.7048, grad_fn=<MeanBackward1>) 62900
tensor(4.4760, grad_fn=<MeanBackward1>) 63000
tensor(2.4898, grad_fn=<MeanBackward1>) 63100
tensor(5.3491, grad_fn=<MeanBackward1>) 63200
tensor(2.5304, grad_fn=<MeanBackward1>) 63300
tensor(3.6252, grad_fn=<MeanBackward1>) 63400
tensor(1.6304, grad_fn=<MeanBackward1>) 63500
tensor(1.9988, grad_fn=<MeanBackward1>) 63600
tensor(2.3218, grad_fn=<MeanBackward1>) 63700
tensor(2.3087, grad_fn=<MeanBackward1>) 63800
tensor(2.0029, grad_fn=<MeanBackward1>) 63900
tensor(1.9743, grad_fn=<MeanBackward1>) 64000
tensor(3.7008, grad_fn=<MeanBackward1>) 64100
tensor(1.9096, grad_fn=<MeanBackward1>) 64200
tensor(1.6666, grad_fn=<MeanBackward1>) 64300
tensor(2.8794, grad_fn=<MeanBackward1>) 64400
tensor(1.7234, grad_fn=<MeanBackward1>) 64500
tensor(3.1190, grad_fn=<MeanBackward1>) 64600
tensor(3.6303, grad_fn=<MeanBackward1>) 64700
tensor(4.5298, grad_fn=<MeanBackward1>) 64800
tensor(2.7608, grad_fn=<MeanBackward1>) 64900
tensor(8.6228, grad_fn=<MeanBackward1>) 65000
tensor(3.3007, grad_fn=<MeanBackward1>) 65100
tensor(3.4381, grad_fn=<MeanBackward1>) 65200
tensor(2.0210, grad_fn=<MeanBackward1>) 65300
tensor(4.4818, grad_fn=<MeanBackward1>) 65400
tensor(6.2734, grad_fn=<MeanBackward1>) 65500
tensor(2.9489, grad_fn=<MeanBackward1>) 65600
tensor(2.7264, grad_fn=<MeanBackward1>) 65700
tensor(5.2297, grad_fn=<MeanBackward1>) 65800
tensor(2.3326, grad_fn=<MeanBackward1>) 65900
tensor(3.2660, grad_fn=<MeanBackward1>) 66000
tensor(2.7629, grad_fn=<MeanBackward1>) 66100
tensor(4.0682, grad_fn=<MeanBackward1>) 66200
tensor(1.6936, grad_fn=<MeanBackward1>) 66300
tensor(3.2212, grad_fn=<MeanBackward1>) 66400
tensor(7.8716, grad_fn=<MeanBackward1>) 66500
tensor(3.1891, grad_fn=<MeanBackward1>) 66600
tensor(8.0620, grad_fn=<MeanBackward1>) 66700
tensor(3.0883, grad_fn=<MeanBackward1>) 66800
tensor(3.4063, grad_fn=<MeanBackward1>) 66900
tensor(2.4907, grad_fn=<MeanBackward1>) 67000
tensor(4.1325, grad_fn=<MeanBackward1>) 67100
tensor(2.7422, grad_fn=<MeanBackward1>) 67200
tensor(2.5379, grad_fn=<MeanBackward1>) 67300
tensor(2.0169, grad_fn=<MeanBackward1>) 67400
tensor(2.8736, grad_fn=<MeanBackward1>) 67500
tensor(4.3395, grad_fn=<MeanBackward1>) 67600
tensor(2.9705, grad_fn=<MeanBackward1>) 67700
tensor(2.3129, grad_fn=<MeanBackward1>) 67800
tensor(2.2387, grad_fn=<MeanBackward1>) 67900
tensor(3.0985, grad_fn=<MeanBackward1>) 68000
tensor(2.5402, grad_fn=<MeanBackward1>) 68100
tensor(3.3638, grad_fn=<MeanBackward1>) 68200
tensor(4.4457, grad_fn=<MeanBackward1>) 68300
tensor(4.4840, grad_fn=<MeanBackward1>) 68400
tensor(2.5714, grad_fn=<MeanBackward1>) 68500
tensor(4.0925, grad_fn=<MeanBackward1>) 68600
tensor(1.5929, grad_fn=<MeanBackward1>) 68700
tensor(2.3617, grad_fn=<MeanBackward1>) 68800
tensor(1.4425, grad_fn=<MeanBackward1>) 68900
tensor(5.5398, grad_fn=<MeanBackward1>) 69000
tensor(6.0690, grad_fn=<MeanBackward1>) 69100
tensor(1.6530, grad_fn=<MeanBackward1>) 69200
tensor(2.2538, grad_fn=<MeanBackward1>) 69300
tensor(3.9068, grad_fn=<MeanBackward1>) 69400
tensor(3.0978, grad_fn=<MeanBackward1>) 69500
tensor(3.0962, grad_fn=<MeanBackward1>) 69600
tensor(1.9757, grad_fn=<MeanBackward1>) 69700
tensor(3.3372, grad_fn=<MeanBackward1>) 69800
tensor(3.3562, grad_fn=<MeanBackward1>) 69900
tensor(5.1350, grad_fn=<MeanBackward1>) 70000
tensor(9.5260, grad_fn=<MeanBackward1>) 70100
tensor(3.4599, grad_fn=<MeanBackward1>) 70200
tensor(3.8677, grad_fn=<MeanBackward1>) 70300
tensor(2.6153, grad_fn=<MeanBackward1>) 70400
tensor(2.1248, grad_fn=<MeanBackward1>) 70500
tensor(3.0611, grad_fn=<MeanBackward1>) 70600
tensor(2.3628, grad_fn=<MeanBackward1>) 70700
tensor(4.2391, grad_fn=<MeanBackward1>) 70800
tensor(3.1320, grad_fn=<MeanBackward1>) 70900
tensor(2.4971, grad_fn=<MeanBackward1>) 71000
tensor(4.3540, grad_fn=<MeanBackward1>) 71100
tensor(2.0145, grad_fn=<MeanBackward1>) 71200
tensor(2.6640, grad_fn=<MeanBackward1>) 71300
tensor(2.6527, grad_fn=<MeanBackward1>) 71400
tensor(2.1052, grad_fn=<MeanBackward1>) 71500
tensor(2.3393, grad_fn=<MeanBackward1>) 71600
tensor(4.7848, grad_fn=<MeanBackward1>) 71700
tensor(3.5471, grad_fn=<MeanBackward1>) 71800
tensor(1.9538, grad_fn=<MeanBackward1>) 71900
tensor(1.9877, grad_fn=<MeanBackward1>) 72000
tensor(2.1234, grad_fn=<MeanBackward1>) 72100
tensor(8.0815, grad_fn=<MeanBackward1>) 72200
tensor(2.4911, grad_fn=<MeanBackward1>) 72300
tensor(1.8514, grad_fn=<MeanBackward1>) 72400
tensor(5.5795, grad_fn=<MeanBackward1>) 72500
tensor(1.7547, grad_fn=<MeanBackward1>) 72600
tensor(2.4350, grad_fn=<MeanBackward1>) 72700
tensor(3.5470, grad_fn=<MeanBackward1>) 72800
tensor(4.0290, grad_fn=<MeanBackward1>) 72900
tensor(7.2662, grad_fn=<MeanBackward1>) 73000
tensor(4.1972, grad_fn=<MeanBackward1>) 73100
tensor(2.0260, grad_fn=<MeanBackward1>) 73200
tensor(2.3683, grad_fn=<MeanBackward1>) 73300
tensor(3.1512, grad_fn=<MeanBackward1>) 73400
tensor(1.4567, grad_fn=<MeanBackward1>) 73500
tensor(5.1261, grad_fn=<MeanBackward1>) 73600
tensor(5.3242, grad_fn=<MeanBackward1>) 73700
tensor(2.0196, grad_fn=<MeanBackward1>) 73800
tensor(3.4369, grad_fn=<MeanBackward1>) 73900
tensor(4.5862, grad_fn=<MeanBackward1>) 74000
tensor(5.2399, grad_fn=<MeanBackward1>) 74100
tensor(2.5194, grad_fn=<MeanBackward1>) 74200
tensor(7.1666, grad_fn=<MeanBackward1>) 74300
tensor(3.9689, grad_fn=<MeanBackward1>) 74400
tensor(4.2369, grad_fn=<MeanBackward1>) 74500
tensor(1.8999, grad_fn=<MeanBackward1>) 74600
tensor(4.9136, grad_fn=<MeanBackward1>) 74700
tensor(4.0785, grad_fn=<MeanBackward1>) 74800
tensor(5.3624, grad_fn=<MeanBackward1>) 74900
tensor(2.4381, grad_fn=<MeanBackward1>) 75000
tensor(2.6713, grad_fn=<MeanBackward1>) 75100
tensor(3.1884, grad_fn=<MeanBackward1>) 75200
tensor(4.9166, grad_fn=<MeanBackward1>) 75300
tensor(3.5163, grad_fn=<MeanBackward1>) 75400
tensor(2.0443, grad_fn=<MeanBackward1>) 75500
tensor(2.7174, grad_fn=<MeanBackward1>) 75600
tensor(1.8192, grad_fn=<MeanBackward1>) 75700
tensor(4.8963, grad_fn=<MeanBackward1>) 75800
tensor(3.0325, grad_fn=<MeanBackward1>) 75900
tensor(2.1665, grad_fn=<MeanBackward1>) 76000
tensor(3.3357, grad_fn=<MeanBackward1>) 76100
tensor(2.0441, grad_fn=<MeanBackward1>) 76200
tensor(2.0028, grad_fn=<MeanBackward1>) 76300
tensor(1.9613, grad_fn=<MeanBackward1>) 76400
tensor(3.3290, grad_fn=<MeanBackward1>) 76500
tensor(2.2978, grad_fn=<MeanBackward1>) 76600
tensor(2.4752, grad_fn=<MeanBackward1>) 76700
tensor(3.5971, grad_fn=<MeanBackward1>) 76800
tensor(3.2770, grad_fn=<MeanBackward1>) 76900
tensor(1.9430, grad_fn=<MeanBackward1>) 77000
tensor(2.3415, grad_fn=<MeanBackward1>) 77100
tensor(1.9600, grad_fn=<MeanBackward1>) 77200
tensor(2.7034, grad_fn=<MeanBackward1>) 77300
tensor(2.5737, grad_fn=<MeanBackward1>) 77400
tensor(2.4207, grad_fn=<MeanBackward1>) 77500
tensor(3.7783, grad_fn=<MeanBackward1>) 77600
tensor(2.3979, grad_fn=<MeanBackward1>) 77700
tensor(3.0528, grad_fn=<MeanBackward1>) 77800
tensor(4.6819, grad_fn=<MeanBackward1>) 77900
tensor(2.3292, grad_fn=<MeanBackward1>) 78000
tensor(2.0066, grad_fn=<MeanBackward1>) 78100
tensor(7.0971, grad_fn=<MeanBackward1>) 78200
tensor(2.2274, grad_fn=<MeanBackward1>) 78300
tensor(1.7332, grad_fn=<MeanBackward1>) 78400
tensor(2.4875, grad_fn=<MeanBackward1>) 78500
tensor(1.9777, grad_fn=<MeanBackward1>) 78600
tensor(3.3089, grad_fn=<MeanBackward1>) 78700
tensor(2.7135, grad_fn=<MeanBackward1>) 78800
tensor(3.3478, grad_fn=<MeanBackward1>) 78900
tensor(3.4648, grad_fn=<MeanBackward1>) 79000
tensor(13.0123, grad_fn=<MeanBackward1>) 79100
tensor(4.6508, grad_fn=<MeanBackward1>) 79200
tensor(3.9546, grad_fn=<MeanBackward1>) 79300
tensor(3.6481, grad_fn=<MeanBackward1>) 79400
tensor(3.9978, grad_fn=<MeanBackward1>) 79500
tensor(8.1071, grad_fn=<MeanBackward1>) 79600
tensor(1.7769, grad_fn=<MeanBackward1>) 79700
tensor(2.4155, grad_fn=<MeanBackward1>) 79800
tensor(2.3780, grad_fn=<MeanBackward1>) 79900
tensor(3.2223, grad_fn=<MeanBackward1>) 80000
tensor(3.0488, grad_fn=<MeanBackward1>) 80100
tensor(2.4449, grad_fn=<MeanBackward1>) 80200
tensor(3.2208, grad_fn=<MeanBackward1>) 80300
tensor(3.7222, grad_fn=<MeanBackward1>) 80400
tensor(4.3146, grad_fn=<MeanBackward1>) 80500
tensor(8.1179, grad_fn=<MeanBackward1>) 80600
tensor(3.0498, grad_fn=<MeanBackward1>) 80700
tensor(4.0628, grad_fn=<MeanBackward1>) 80800
tensor(2.2847, grad_fn=<MeanBackward1>) 80900
tensor(1.7162, grad_fn=<MeanBackward1>) 81000
tensor(2.3936, grad_fn=<MeanBackward1>) 81100
tensor(2.0112, grad_fn=<MeanBackward1>) 81200
tensor(3.5043, grad_fn=<MeanBackward1>) 81300
tensor(1.8863, grad_fn=<MeanBackward1>) 81400
tensor(2.0875, grad_fn=<MeanBackward1>) 81500
tensor(2.4692, grad_fn=<MeanBackward1>) 81600
tensor(1.6667, grad_fn=<MeanBackward1>) 81700
tensor(2.4352, grad_fn=<MeanBackward1>) 81800
tensor(11.2116, grad_fn=<MeanBackward1>) 81900
tensor(5.9541, grad_fn=<MeanBackward1>) 82000
tensor(5.2087, grad_fn=<MeanBackward1>) 82100
tensor(3.0612, grad_fn=<MeanBackward1>) 82200
tensor(4.9295, grad_fn=<MeanBackward1>) 82300
tensor(2.1755, grad_fn=<MeanBackward1>) 82400
tensor(2.0150, grad_fn=<MeanBackward1>) 82500
tensor(1.9111, grad_fn=<MeanBackward1>) 82600
tensor(2.5423, grad_fn=<MeanBackward1>) 82700
tensor(4.0064, grad_fn=<MeanBackward1>) 82800
tensor(2.1911, grad_fn=<MeanBackward1>) 82900
tensor(3.6302, grad_fn=<MeanBackward1>) 83000
tensor(2.4711, grad_fn=<MeanBackward1>) 83100
tensor(3.8390, grad_fn=<MeanBackward1>) 83200
tensor(2.9423, grad_fn=<MeanBackward1>) 83300
tensor(1.6494, grad_fn=<MeanBackward1>) 83400
tensor(7.2135, grad_fn=<MeanBackward1>) 83500
tensor(2.8629, grad_fn=<MeanBackward1>) 83600
tensor(2.9242, grad_fn=<MeanBackward1>) 83700
tensor(4.2696, grad_fn=<MeanBackward1>) 83800
tensor(4.3670, grad_fn=<MeanBackward1>) 83900
tensor(2.2968, grad_fn=<MeanBackward1>) 84000
tensor(11.3074, grad_fn=<MeanBackward1>) 84100
tensor(2.1307, grad_fn=<MeanBackward1>) 84200
tensor(2.4400, grad_fn=<MeanBackward1>) 84300
tensor(2.2855, grad_fn=<MeanBackward1>) 84400
tensor(3.0976, grad_fn=<MeanBackward1>) 84500
tensor(2.9861, grad_fn=<MeanBackward1>) 84600
tensor(2.8639, grad_fn=<MeanBackward1>) 84700
tensor(5.7168, grad_fn=<MeanBackward1>) 84800
tensor(2.1426, grad_fn=<MeanBackward1>) 84900
tensor(5.0420, grad_fn=<MeanBackward1>) 85000
tensor(2.1608, grad_fn=<MeanBackward1>) 85100
tensor(3.3426, grad_fn=<MeanBackward1>) 85200
tensor(3.5957, grad_fn=<MeanBackward1>) 85300
tensor(2.0675, grad_fn=<MeanBackward1>) 85400
tensor(4.0618, grad_fn=<MeanBackward1>) 85500
tensor(3.2147, grad_fn=<MeanBackward1>) 85600
tensor(4.4945, grad_fn=<MeanBackward1>) 85700
tensor(1.7813, grad_fn=<MeanBackward1>) 85800
tensor(2.8070, grad_fn=<MeanBackward1>) 85900
tensor(1.7933, grad_fn=<MeanBackward1>) 86000
tensor(3.5677, grad_fn=<MeanBackward1>) 86100
tensor(4.9042, grad_fn=<MeanBackward1>) 86200
tensor(5.8962, grad_fn=<MeanBackward1>) 86300
tensor(4.7294, grad_fn=<MeanBackward1>) 86400
tensor(4.0027, grad_fn=<MeanBackward1>) 86500
tensor(2.0945, grad_fn=<MeanBackward1>) 86600
tensor(1.5626, grad_fn=<MeanBackward1>) 86700
tensor(2.7503, grad_fn=<MeanBackward1>) 86800
tensor(2.5581, grad_fn=<MeanBackward1>) 86900
tensor(2.7483, grad_fn=<MeanBackward1>) 87000
tensor(2.6733, grad_fn=<MeanBackward1>) 87100
tensor(1.8292, grad_fn=<MeanBackward1>) 87200
tensor(2.9160, grad_fn=<MeanBackward1>) 87300
tensor(3.8218, grad_fn=<MeanBackward1>) 87400
tensor(4.3467, grad_fn=<MeanBackward1>) 87500
tensor(2.0817, grad_fn=<MeanBackward1>) 87600
tensor(3.6343, grad_fn=<MeanBackward1>) 87700
tensor(1.8702, grad_fn=<MeanBackward1>) 87800
tensor(2.5265, grad_fn=<MeanBackward1>) 87900
tensor(2.6667, grad_fn=<MeanBackward1>) 88000
tensor(2.3365, grad_fn=<MeanBackward1>) 88100
tensor(4.2466, grad_fn=<MeanBackward1>) 88200
tensor(5.0881, grad_fn=<MeanBackward1>) 88300
tensor(2.5148, grad_fn=<MeanBackward1>) 88400
tensor(2.8205, grad_fn=<MeanBackward1>) 88500
tensor(1.8973, grad_fn=<MeanBackward1>) 88600
tensor(2.2661, grad_fn=<MeanBackward1>) 88700
tensor(5.2340, grad_fn=<MeanBackward1>) 88800
tensor(3.0874, grad_fn=<MeanBackward1>) 88900
