Loading miniconda version 22.11.1-1
Sequential(
  (0): Linear(in_features=3, out_features=32, bias=True)
  (1): GELU(approximate='none')
  (2): Linear(in_features=32, out_features=32, bias=True)
  (3): GELU(approximate='none')
  (4): Linear(in_features=32, out_features=32, bias=True)
  (5): GELU(approximate='none')
  (6): Linear(in_features=32, out_features=32, bias=True)
  (7): GELU(approximate='none')
  (8): Linear(in_features=32, out_features=32, bias=True)
  (9): GELU(approximate='none')
  (10): Linear(in_features=32, out_features=32, bias=True)
  (11): GELU(approximate='none')
  (12): Linear(in_features=32, out_features=32, bias=True)
  (13): GELU(approximate='none')
  (14): Linear(in_features=32, out_features=2, bias=True)
)
tensor(2.0018, grad_fn=<MeanBackward1>) 0
tensor(2.8195, grad_fn=<MeanBackward1>) 98100
tensor(4.0449, grad_fn=<MeanBackward1>) 98200
tensor(3.5048, grad_fn=<MeanBackward1>) 98300
tensor(2.5572, grad_fn=<MeanBackward1>) 98400
tensor(6.4430, grad_fn=<MeanBackward1>) 98500
tensor(3.3714, grad_fn=<MeanBackward1>) 98600
tensor(3.9222, grad_fn=<MeanBackward1>) 98700
tensor(4.1133, grad_fn=<MeanBackward1>) 98800
tensor(3.3689, grad_fn=<MeanBackward1>) 98900
tensor(3.2869, grad_fn=<MeanBackward1>) 99000
tensor(2.8364, grad_fn=<MeanBackward1>) 99100
tensor(1.9649, grad_fn=<MeanBackward1>) 99200
tensor(2.4881, grad_fn=<MeanBackward1>) 99300
tensor(6.1112, grad_fn=<MeanBackward1>) 99400
tensor(3.9123, grad_fn=<MeanBackward1>) 99500
tensor(5.2848, grad_fn=<MeanBackward1>) 99600
tensor(6.1879, grad_fn=<MeanBackward1>) 99700
tensor(3.6223, grad_fn=<MeanBackward1>) 99800
tensor(2.2637, grad_fn=<MeanBackward1>) 99900
tensor(4.3515, grad_fn=<MeanBackward1>) 100000
Sequential(
  (0): Linear(in_features=3, out_features=32, bias=True)
  (1): GELU(approximate='none')
  (2): Linear(in_features=32, out_features=32, bias=True)
  (3): GELU(approximate='none')
  (4): Linear(in_features=32, out_features=32, bias=True)
  (5): GELU(approximate='none')
  (6): Linear(in_features=32, out_features=32, bias=True)
  (7): GELU(approximate='none')
  (8): Linear(in_features=32, out_features=32, bias=True)
  (9): GELU(approximate='none')
  (10): Linear(in_features=32, out_features=2, bias=True)
)
tensor(7.2363, grad_fn=<MeanBackward1>) 0
tensor(2.1508, grad_fn=<MeanBackward1>) 100
tensor(1.3365, grad_fn=<MeanBackward1>) 200
tensor(2.1238, grad_fn=<MeanBackward1>) 300
tensor(2.9535, grad_fn=<MeanBackward1>) 400
tensor(0.8026, grad_fn=<MeanBackward1>) 500
tensor(1.8060, grad_fn=<MeanBackward1>) 600
tensor(3.4210, grad_fn=<MeanBackward1>) 700
tensor(2.2267, grad_fn=<MeanBackward1>) 800
tensor(3.8501, grad_fn=<MeanBackward1>) 900
tensor(4.7052, grad_fn=<MeanBackward1>) 1000
tensor(6.7689, grad_fn=<MeanBackward1>) 1100
tensor(2.4016, grad_fn=<MeanBackward1>) 1200
tensor(2.7527, grad_fn=<MeanBackward1>) 1300
tensor(1.3200, grad_fn=<MeanBackward1>) 1400
tensor(1.0063, grad_fn=<MeanBackward1>) 1500
tensor(2.3245, grad_fn=<MeanBackward1>) 1600
tensor(1.7532, grad_fn=<MeanBackward1>) 1700
tensor(1.5047, grad_fn=<MeanBackward1>) 1800
tensor(2.3745, grad_fn=<MeanBackward1>) 1900
tensor(2.4634, grad_fn=<MeanBackward1>) 2000
tensor(1.4864, grad_fn=<MeanBackward1>) 2100
tensor(3.0686, grad_fn=<MeanBackward1>) 2200
tensor(1.3691, grad_fn=<MeanBackward1>) 2300
tensor(4.4937, grad_fn=<MeanBackward1>) 2400
tensor(1.1988, grad_fn=<MeanBackward1>) 2500
tensor(1.9645, grad_fn=<MeanBackward1>) 2600
tensor(2.6757, grad_fn=<MeanBackward1>) 2700
tensor(2.1520, grad_fn=<MeanBackward1>) 2800
tensor(1.2207, grad_fn=<MeanBackward1>) 2900
tensor(1.0731, grad_fn=<MeanBackward1>) 3000
tensor(2.0492, grad_fn=<MeanBackward1>) 3100
tensor(0.9923, grad_fn=<MeanBackward1>) 3200
tensor(1.7391, grad_fn=<MeanBackward1>) 3300
tensor(3.4082, grad_fn=<MeanBackward1>) 3400
tensor(2.2298, grad_fn=<MeanBackward1>) 3500
tensor(1.3733, grad_fn=<MeanBackward1>) 3600
tensor(0.9805, grad_fn=<MeanBackward1>) 3700
tensor(1.1180, grad_fn=<MeanBackward1>) 3800
tensor(1.3303, grad_fn=<MeanBackward1>) 3900
tensor(1.6217, grad_fn=<MeanBackward1>) 4000
tensor(1.5916, grad_fn=<MeanBackward1>) 4100
tensor(1.5260, grad_fn=<MeanBackward1>) 4200
tensor(1.3186, grad_fn=<MeanBackward1>) 4300
tensor(0.9761, grad_fn=<MeanBackward1>) 4400
tensor(1.1310, grad_fn=<MeanBackward1>) 4500
tensor(1.9338, grad_fn=<MeanBackward1>) 4600
tensor(2.7148, grad_fn=<MeanBackward1>) 4700
tensor(2.1643, grad_fn=<MeanBackward1>) 4800
tensor(2.1971, grad_fn=<MeanBackward1>) 4900
tensor(1.3462, grad_fn=<MeanBackward1>) 5000
tensor(1.3793, grad_fn=<MeanBackward1>) 5100
tensor(4.6799, grad_fn=<MeanBackward1>) 5200
tensor(1.1472, grad_fn=<MeanBackward1>) 5300
tensor(3.0857, grad_fn=<MeanBackward1>) 5400
tensor(2.6548, grad_fn=<MeanBackward1>) 5500
tensor(2.5219, grad_fn=<MeanBackward1>) 5600
tensor(1.1124, grad_fn=<MeanBackward1>) 5700
tensor(1.1597, grad_fn=<MeanBackward1>) 5800
tensor(1.4116, grad_fn=<MeanBackward1>) 5900
tensor(1.0376, grad_fn=<MeanBackward1>) 6000
tensor(1.0821, grad_fn=<MeanBackward1>) 6100
tensor(4.9780, grad_fn=<MeanBackward1>) 6200
tensor(1.9200, grad_fn=<MeanBackward1>) 6300
tensor(2.0324, grad_fn=<MeanBackward1>) 6400
tensor(2.3931, grad_fn=<MeanBackward1>) 6500
tensor(1.9607, grad_fn=<MeanBackward1>) 6600
tensor(1.3523, grad_fn=<MeanBackward1>) 6700
tensor(1.2426, grad_fn=<MeanBackward1>) 6800
tensor(0.7608, grad_fn=<MeanBackward1>) 6900
tensor(1.6377, grad_fn=<MeanBackward1>) 7000
tensor(2.2671, grad_fn=<MeanBackward1>) 7100
tensor(1.1220, grad_fn=<MeanBackward1>) 7200
tensor(1.6705, grad_fn=<MeanBackward1>) 7300
tensor(3.3260, grad_fn=<MeanBackward1>) 7400
tensor(1.6681, grad_fn=<MeanBackward1>) 7500
tensor(2.1086, grad_fn=<MeanBackward1>) 7600
tensor(1.6378, grad_fn=<MeanBackward1>) 7700
tensor(1.3357, grad_fn=<MeanBackward1>) 7800
tensor(1.1423, grad_fn=<MeanBackward1>) 7900
tensor(1.2012, grad_fn=<MeanBackward1>) 8000
tensor(1.1133, grad_fn=<MeanBackward1>) 8100
tensor(2.0676, grad_fn=<MeanBackward1>) 8200
tensor(1.1990, grad_fn=<MeanBackward1>) 8300
tensor(14.1073, grad_fn=<MeanBackward1>) 8400
tensor(0.8084, grad_fn=<MeanBackward1>) 8500
tensor(1.0289, grad_fn=<MeanBackward1>) 8600
tensor(1.5699, grad_fn=<MeanBackward1>) 8700
tensor(1.8330, grad_fn=<MeanBackward1>) 8800
tensor(2.5049, grad_fn=<MeanBackward1>) 8900
tensor(1.9483, grad_fn=<MeanBackward1>) 9000
tensor(1.5580, grad_fn=<MeanBackward1>) 9100
tensor(1.0897, grad_fn=<MeanBackward1>) 9200
tensor(0.9688, grad_fn=<MeanBackward1>) 9300
tensor(1.4888, grad_fn=<MeanBackward1>) 9400
tensor(1.3262, grad_fn=<MeanBackward1>) 9500
tensor(1.3289, grad_fn=<MeanBackward1>) 9600
tensor(1.0577, grad_fn=<MeanBackward1>) 9700
tensor(1.2093, grad_fn=<MeanBackward1>) 9800
tensor(0.8619, grad_fn=<MeanBackward1>) 9900
tensor(1.0330, grad_fn=<MeanBackward1>) 10000
tensor(1.5867, grad_fn=<MeanBackward1>) 10100
tensor(2.2078, grad_fn=<MeanBackward1>) 10200
tensor(0.9580, grad_fn=<MeanBackward1>) 10300
tensor(3.6109, grad_fn=<MeanBackward1>) 10400
tensor(1.3618, grad_fn=<MeanBackward1>) 10500
tensor(2.2977, grad_fn=<MeanBackward1>) 10600
tensor(1.3365, grad_fn=<MeanBackward1>) 10700
tensor(1.9683, grad_fn=<MeanBackward1>) 10800
tensor(1.6309, grad_fn=<MeanBackward1>) 10900
tensor(1.2624, grad_fn=<MeanBackward1>) 11000
tensor(1.2114, grad_fn=<MeanBackward1>) 11100
tensor(1.2861, grad_fn=<MeanBackward1>) 11200
tensor(1.8200, grad_fn=<MeanBackward1>) 11300
tensor(1.2643, grad_fn=<MeanBackward1>) 11400
tensor(0.9331, grad_fn=<MeanBackward1>) 11500
tensor(1.2700, grad_fn=<MeanBackward1>) 11600
tensor(0.8086, grad_fn=<MeanBackward1>) 11700
tensor(1.5114, grad_fn=<MeanBackward1>) 11800
tensor(5.6008, grad_fn=<MeanBackward1>) 11900
tensor(1.4091, grad_fn=<MeanBackward1>) 12000
tensor(1.6137, grad_fn=<MeanBackward1>) 12100
tensor(0.7223, grad_fn=<MeanBackward1>) 12200
tensor(1.0087, grad_fn=<MeanBackward1>) 12300
tensor(1.0753, grad_fn=<MeanBackward1>) 12400
tensor(1.0604, grad_fn=<MeanBackward1>) 12500
tensor(3.4583, grad_fn=<MeanBackward1>) 12600
tensor(1.5640, grad_fn=<MeanBackward1>) 12700
tensor(2.1579, grad_fn=<MeanBackward1>) 12800
tensor(1.3778, grad_fn=<MeanBackward1>) 12900
tensor(0.8919, grad_fn=<MeanBackward1>) 13000
tensor(4.2200, grad_fn=<MeanBackward1>) 13100
tensor(1.4241, grad_fn=<MeanBackward1>) 13200
tensor(1.6032, grad_fn=<MeanBackward1>) 13300
tensor(1.6477, grad_fn=<MeanBackward1>) 13400
tensor(1.4963, grad_fn=<MeanBackward1>) 13500
tensor(1.4682, grad_fn=<MeanBackward1>) 13600
tensor(1.3519, grad_fn=<MeanBackward1>) 13700
tensor(1.1012, grad_fn=<MeanBackward1>) 13800
tensor(0.9517, grad_fn=<MeanBackward1>) 13900
tensor(1.2855, grad_fn=<MeanBackward1>) 14000
tensor(0.8880, grad_fn=<MeanBackward1>) 14100
tensor(1.6591, grad_fn=<MeanBackward1>) 14200
tensor(2.2682, grad_fn=<MeanBackward1>) 14300
tensor(0.9429, grad_fn=<MeanBackward1>) 14400
tensor(2.3063, grad_fn=<MeanBackward1>) 14500
tensor(0.9182, grad_fn=<MeanBackward1>) 14600
tensor(0.7755, grad_fn=<MeanBackward1>) 14700
tensor(0.9581, grad_fn=<MeanBackward1>) 14800
tensor(2.0591, grad_fn=<MeanBackward1>) 14900
tensor(1.2838, grad_fn=<MeanBackward1>) 15000
tensor(0.8609, grad_fn=<MeanBackward1>) 15100
tensor(1.1422, grad_fn=<MeanBackward1>) 15200
tensor(2.0742, grad_fn=<MeanBackward1>) 15300
tensor(1.1946, grad_fn=<MeanBackward1>) 15400
tensor(1.1864, grad_fn=<MeanBackward1>) 15500
tensor(1.4541, grad_fn=<MeanBackward1>) 15600
tensor(1.3808, grad_fn=<MeanBackward1>) 15700
tensor(1.5038, grad_fn=<MeanBackward1>) 15800
tensor(1.2157, grad_fn=<MeanBackward1>) 15900
tensor(0.8050, grad_fn=<MeanBackward1>) 16000
tensor(0.8744, grad_fn=<MeanBackward1>) 16100
tensor(0.8570, grad_fn=<MeanBackward1>) 16200
tensor(1.4235, grad_fn=<MeanBackward1>) 16300
tensor(2.1118, grad_fn=<MeanBackward1>) 16400
tensor(1.1675, grad_fn=<MeanBackward1>) 16500
tensor(1.0189, grad_fn=<MeanBackward1>) 16600
tensor(1.1271, grad_fn=<MeanBackward1>) 16700
tensor(2.0252, grad_fn=<MeanBackward1>) 16800
tensor(1.5795, grad_fn=<MeanBackward1>) 16900
tensor(1.9082, grad_fn=<MeanBackward1>) 17000
tensor(1.2601, grad_fn=<MeanBackward1>) 17100
tensor(2.5438, grad_fn=<MeanBackward1>) 17200
tensor(0.8481, grad_fn=<MeanBackward1>) 17300
tensor(2.3814, grad_fn=<MeanBackward1>) 17400
tensor(1.2488, grad_fn=<MeanBackward1>) 17500
tensor(1.9003, grad_fn=<MeanBackward1>) 17600
tensor(1.0708, grad_fn=<MeanBackward1>) 17700
tensor(2.2800, grad_fn=<MeanBackward1>) 17800
tensor(2.0155, grad_fn=<MeanBackward1>) 17900
tensor(0.8331, grad_fn=<MeanBackward1>) 18000
tensor(1.2271, grad_fn=<MeanBackward1>) 18100
tensor(2.1520, grad_fn=<MeanBackward1>) 18200
tensor(1.2114, grad_fn=<MeanBackward1>) 18300
tensor(1.1552, grad_fn=<MeanBackward1>) 18400
tensor(1.2064, grad_fn=<MeanBackward1>) 18500
tensor(0.9616, grad_fn=<MeanBackward1>) 18600
tensor(1.6404, grad_fn=<MeanBackward1>) 18700
tensor(1.3189, grad_fn=<MeanBackward1>) 18800
tensor(1.6947, grad_fn=<MeanBackward1>) 18900
tensor(1.2337, grad_fn=<MeanBackward1>) 19000
tensor(0.9738, grad_fn=<MeanBackward1>) 19100
tensor(1.1648, grad_fn=<MeanBackward1>) 19200
tensor(1.5011, grad_fn=<MeanBackward1>) 19300
tensor(1.3344, grad_fn=<MeanBackward1>) 19400
tensor(1.5944, grad_fn=<MeanBackward1>) 19500
tensor(1.3183, grad_fn=<MeanBackward1>) 19600
tensor(1.7658, grad_fn=<MeanBackward1>) 19700
tensor(1.7234, grad_fn=<MeanBackward1>) 19800
tensor(1.1793, grad_fn=<MeanBackward1>) 19900
tensor(1.1363, grad_fn=<MeanBackward1>) 20000
tensor(1.5319, grad_fn=<MeanBackward1>) 20100
tensor(0.9736, grad_fn=<MeanBackward1>) 20200
tensor(11.5405, grad_fn=<MeanBackward1>) 20300
tensor(3.5276, grad_fn=<MeanBackward1>) 20400
tensor(0.9230, grad_fn=<MeanBackward1>) 20500
tensor(3.7236, grad_fn=<MeanBackward1>) 20600
tensor(4.2511, grad_fn=<MeanBackward1>) 20700
tensor(0.9092, grad_fn=<MeanBackward1>) 20800
tensor(0.8243, grad_fn=<MeanBackward1>) 20900
tensor(2.5211, grad_fn=<MeanBackward1>) 21000
tensor(1.7026, grad_fn=<MeanBackward1>) 21100
tensor(1.1285, grad_fn=<MeanBackward1>) 21200
tensor(1.4792, grad_fn=<MeanBackward1>) 21300
tensor(0.9907, grad_fn=<MeanBackward1>) 21400
tensor(0.9940, grad_fn=<MeanBackward1>) 21500
tensor(1.1006, grad_fn=<MeanBackward1>) 21600
tensor(1.4376, grad_fn=<MeanBackward1>) 21700
tensor(1.0847, grad_fn=<MeanBackward1>) 21800
tensor(0.9436, grad_fn=<MeanBackward1>) 21900
tensor(2.5141, grad_fn=<MeanBackward1>) 22000
tensor(1.2907, grad_fn=<MeanBackward1>) 22100
tensor(1.1990, grad_fn=<MeanBackward1>) 22200
tensor(1.2751, grad_fn=<MeanBackward1>) 22300
tensor(2.6523, grad_fn=<MeanBackward1>) 22400
tensor(1.9886, grad_fn=<MeanBackward1>) 22500
tensor(1.2511, grad_fn=<MeanBackward1>) 22600
tensor(1.4799, grad_fn=<MeanBackward1>) 22700
tensor(1.4594, grad_fn=<MeanBackward1>) 22800
tensor(0.7900, grad_fn=<MeanBackward1>) 22900
tensor(1.5854, grad_fn=<MeanBackward1>) 23000
tensor(1.8020, grad_fn=<MeanBackward1>) 23100
tensor(1.9326, grad_fn=<MeanBackward1>) 23200
tensor(1.4246, grad_fn=<MeanBackward1>) 23300
tensor(1.3931, grad_fn=<MeanBackward1>) 23400
tensor(1.1223, grad_fn=<MeanBackward1>) 23500
tensor(1.3707, grad_fn=<MeanBackward1>) 23600
tensor(1.1000, grad_fn=<MeanBackward1>) 23700
tensor(1.5791, grad_fn=<MeanBackward1>) 23800
tensor(1.0928, grad_fn=<MeanBackward1>) 23900
tensor(1.5344, grad_fn=<MeanBackward1>) 24000
tensor(1.2475, grad_fn=<MeanBackward1>) 24100
tensor(1.0481, grad_fn=<MeanBackward1>) 24200
tensor(1.2368, grad_fn=<MeanBackward1>) 24300
tensor(0.8062, grad_fn=<MeanBackward1>) 24400
tensor(0.9828, grad_fn=<MeanBackward1>) 24500
tensor(1.0484, grad_fn=<MeanBackward1>) 24600
tensor(1.0234, grad_fn=<MeanBackward1>) 24700
tensor(1.8636, grad_fn=<MeanBackward1>) 24800
tensor(0.7425, grad_fn=<MeanBackward1>) 24900
tensor(1.7907, grad_fn=<MeanBackward1>) 25000
tensor(1.2522, grad_fn=<MeanBackward1>) 25100
tensor(1.5098, grad_fn=<MeanBackward1>) 25200
tensor(1.1728, grad_fn=<MeanBackward1>) 25300
tensor(0.8083, grad_fn=<MeanBackward1>) 25400
tensor(1.2568, grad_fn=<MeanBackward1>) 25500
tensor(0.8817, grad_fn=<MeanBackward1>) 25600
tensor(1.8055, grad_fn=<MeanBackward1>) 25700
tensor(2.3735, grad_fn=<MeanBackward1>) 25800
tensor(1.5279, grad_fn=<MeanBackward1>) 25900
tensor(1.6329, grad_fn=<MeanBackward1>) 26000
tensor(1.1293, grad_fn=<MeanBackward1>) 26100
tensor(1.1129, grad_fn=<MeanBackward1>) 26200
tensor(2.4185, grad_fn=<MeanBackward1>) 26300
tensor(1.1982, grad_fn=<MeanBackward1>) 26400
tensor(1.9015, grad_fn=<MeanBackward1>) 26500
tensor(1.5277, grad_fn=<MeanBackward1>) 26600
tensor(1.2277, grad_fn=<MeanBackward1>) 26700
tensor(1.0511, grad_fn=<MeanBackward1>) 26800
tensor(4.0717, grad_fn=<MeanBackward1>) 26900
tensor(0.9201, grad_fn=<MeanBackward1>) 27000
tensor(2.5139, grad_fn=<MeanBackward1>) 27100
tensor(0.6903, grad_fn=<MeanBackward1>) 27200
tensor(0.9948, grad_fn=<MeanBackward1>) 27300
tensor(1.6255, grad_fn=<MeanBackward1>) 27400
tensor(1.4973, grad_fn=<MeanBackward1>) 27500
tensor(3.5112, grad_fn=<MeanBackward1>) 27600
tensor(14.5845, grad_fn=<MeanBackward1>) 27700
tensor(0.8711, grad_fn=<MeanBackward1>) 27800
tensor(1.0006, grad_fn=<MeanBackward1>) 27900
tensor(1.1044, grad_fn=<MeanBackward1>) 28000
tensor(0.8463, grad_fn=<MeanBackward1>) 28100
tensor(1.0985, grad_fn=<MeanBackward1>) 28200
tensor(1.0503, grad_fn=<MeanBackward1>) 28300
tensor(1.0537, grad_fn=<MeanBackward1>) 28400
tensor(1.6061, grad_fn=<MeanBackward1>) 28500
tensor(1.3978, grad_fn=<MeanBackward1>) 28600
tensor(1.1265, grad_fn=<MeanBackward1>) 28700
tensor(2.0112, grad_fn=<MeanBackward1>) 28800
tensor(1.2597, grad_fn=<MeanBackward1>) 28900
tensor(1.1485, grad_fn=<MeanBackward1>) 29000
tensor(1.2931, grad_fn=<MeanBackward1>) 29100
tensor(1.2825, grad_fn=<MeanBackward1>) 29200
tensor(0.8889, grad_fn=<MeanBackward1>) 29300
tensor(1.0116, grad_fn=<MeanBackward1>) 29400
tensor(1.6700, grad_fn=<MeanBackward1>) 29500
tensor(1.4401, grad_fn=<MeanBackward1>) 29600
tensor(1.9074, grad_fn=<MeanBackward1>) 29700
tensor(1.2158, grad_fn=<MeanBackward1>) 29800
tensor(1.9724, grad_fn=<MeanBackward1>) 29900
tensor(4.6338, grad_fn=<MeanBackward1>) 30000
tensor(2.1061, grad_fn=<MeanBackward1>) 30100
tensor(1.0906, grad_fn=<MeanBackward1>) 30200
tensor(1.1790, grad_fn=<MeanBackward1>) 30300
tensor(1.2522, grad_fn=<MeanBackward1>) 30400
tensor(1.1211, grad_fn=<MeanBackward1>) 30500
tensor(0.8961, grad_fn=<MeanBackward1>) 30600
tensor(1.2488, grad_fn=<MeanBackward1>) 30700
tensor(1.4264, grad_fn=<MeanBackward1>) 30800
tensor(1.4412, grad_fn=<MeanBackward1>) 30900
tensor(3.2579, grad_fn=<MeanBackward1>) 31000
tensor(1.2014, grad_fn=<MeanBackward1>) 31100
tensor(2.0524, grad_fn=<MeanBackward1>) 31200
tensor(1.1288, grad_fn=<MeanBackward1>) 31300
tensor(2.3438, grad_fn=<MeanBackward1>) 31400
tensor(5.4238, grad_fn=<MeanBackward1>) 31500
tensor(1.1182, grad_fn=<MeanBackward1>) 31600
tensor(2.7954, grad_fn=<MeanBackward1>) 31700
tensor(0.9449, grad_fn=<MeanBackward1>) 31800
tensor(1.5212, grad_fn=<MeanBackward1>) 31900
tensor(0.8023, grad_fn=<MeanBackward1>) 32000
tensor(1.0869, grad_fn=<MeanBackward1>) 32100
tensor(2.7769, grad_fn=<MeanBackward1>) 32200
tensor(0.7637, grad_fn=<MeanBackward1>) 32300
tensor(1.1047, grad_fn=<MeanBackward1>) 32400
tensor(1.1318, grad_fn=<MeanBackward1>) 32500
tensor(1.1044, grad_fn=<MeanBackward1>) 32600
tensor(1.6793, grad_fn=<MeanBackward1>) 32700
tensor(1.0852, grad_fn=<MeanBackward1>) 32800
tensor(1.3208, grad_fn=<MeanBackward1>) 32900
tensor(1.1101, grad_fn=<MeanBackward1>) 33000
tensor(1.6868, grad_fn=<MeanBackward1>) 33100
tensor(1.4155, grad_fn=<MeanBackward1>) 33200
tensor(1.7426, grad_fn=<MeanBackward1>) 33300
tensor(0.9474, grad_fn=<MeanBackward1>) 33400
tensor(3.1617, grad_fn=<MeanBackward1>) 33500
tensor(1.0768, grad_fn=<MeanBackward1>) 33600
tensor(1.2406, grad_fn=<MeanBackward1>) 33700
tensor(1.3315, grad_fn=<MeanBackward1>) 33800
tensor(1.4008, grad_fn=<MeanBackward1>) 33900
tensor(2.4912, grad_fn=<MeanBackward1>) 34000
tensor(1.0628, grad_fn=<MeanBackward1>) 34100
tensor(1.2206, grad_fn=<MeanBackward1>) 34200
tensor(1.0427, grad_fn=<MeanBackward1>) 34300
tensor(2.9277, grad_fn=<MeanBackward1>) 34400
tensor(1.6487, grad_fn=<MeanBackward1>) 34500
tensor(0.9860, grad_fn=<MeanBackward1>) 34600
tensor(1.2019, grad_fn=<MeanBackward1>) 34700
tensor(0.8060, grad_fn=<MeanBackward1>) 34800
tensor(1.0846, grad_fn=<MeanBackward1>) 34900
tensor(1.8123, grad_fn=<MeanBackward1>) 35000
tensor(0.8943, grad_fn=<MeanBackward1>) 35100
tensor(0.9992, grad_fn=<MeanBackward1>) 35200
tensor(1.6621, grad_fn=<MeanBackward1>) 35300
tensor(1.5608, grad_fn=<MeanBackward1>) 35400
tensor(0.5607, grad_fn=<MeanBackward1>) 35500
tensor(1.8425, grad_fn=<MeanBackward1>) 35600
tensor(0.8916, grad_fn=<MeanBackward1>) 35700
tensor(1.3305, grad_fn=<MeanBackward1>) 35800
tensor(1.8540, grad_fn=<MeanBackward1>) 35900
tensor(4.1023, grad_fn=<MeanBackward1>) 36000
tensor(0.9019, grad_fn=<MeanBackward1>) 36100
tensor(3.9291, grad_fn=<MeanBackward1>) 36200
tensor(1.3980, grad_fn=<MeanBackward1>) 36300
tensor(4.9499, grad_fn=<MeanBackward1>) 36400
tensor(0.7980, grad_fn=<MeanBackward1>) 36500
tensor(1.6254, grad_fn=<MeanBackward1>) 36600
tensor(0.8422, grad_fn=<MeanBackward1>) 36700
tensor(0.8261, grad_fn=<MeanBackward1>) 36800
tensor(1.7112, grad_fn=<MeanBackward1>) 36900
tensor(5.6525, grad_fn=<MeanBackward1>) 37000
tensor(2.0235, grad_fn=<MeanBackward1>) 37100
tensor(1.5256, grad_fn=<MeanBackward1>) 37200
tensor(1.1171, grad_fn=<MeanBackward1>) 37300
tensor(3.5664, grad_fn=<MeanBackward1>) 37400
tensor(0.8974, grad_fn=<MeanBackward1>) 37500
tensor(1.2925, grad_fn=<MeanBackward1>) 37600
tensor(1.3088, grad_fn=<MeanBackward1>) 37700
tensor(0.8953, grad_fn=<MeanBackward1>) 37800
tensor(1.0614, grad_fn=<MeanBackward1>) 37900
tensor(0.8832, grad_fn=<MeanBackward1>) 38000
tensor(3.4027, grad_fn=<MeanBackward1>) 38100
tensor(0.9398, grad_fn=<MeanBackward1>) 38200
tensor(3.0851, grad_fn=<MeanBackward1>) 38300
tensor(1.3195, grad_fn=<MeanBackward1>) 38400
tensor(2.0575, grad_fn=<MeanBackward1>) 38500
tensor(1.5526, grad_fn=<MeanBackward1>) 38600
tensor(0.6766, grad_fn=<MeanBackward1>) 38700
tensor(0.8803, grad_fn=<MeanBackward1>) 38800
tensor(1.6039, grad_fn=<MeanBackward1>) 38900
tensor(0.7862, grad_fn=<MeanBackward1>) 39000
tensor(3.2860, grad_fn=<MeanBackward1>) 39100
tensor(0.8667, grad_fn=<MeanBackward1>) 39200
tensor(1.8995, grad_fn=<MeanBackward1>) 39300
tensor(1.9089, grad_fn=<MeanBackward1>) 39400
tensor(1.8415, grad_fn=<MeanBackward1>) 39500
tensor(1.4964, grad_fn=<MeanBackward1>) 39600
tensor(0.7807, grad_fn=<MeanBackward1>) 39700
tensor(1.5654, grad_fn=<MeanBackward1>) 39800
tensor(1.0322, grad_fn=<MeanBackward1>) 39900
tensor(1.0506, grad_fn=<MeanBackward1>) 40000
tensor(8.1961, grad_fn=<MeanBackward1>) 40100
tensor(1.1746, grad_fn=<MeanBackward1>) 40200
tensor(2.5862, grad_fn=<MeanBackward1>) 40300
tensor(1.3383, grad_fn=<MeanBackward1>) 40400
tensor(1.6028, grad_fn=<MeanBackward1>) 40500
tensor(1.0771, grad_fn=<MeanBackward1>) 40600
tensor(1.4606, grad_fn=<MeanBackward1>) 40700
tensor(1.1622, grad_fn=<MeanBackward1>) 40800
tensor(1.8119, grad_fn=<MeanBackward1>) 40900
tensor(0.9360, grad_fn=<MeanBackward1>) 41000
tensor(1.3116, grad_fn=<MeanBackward1>) 41100
tensor(1.1178, grad_fn=<MeanBackward1>) 41200
tensor(2.9053, grad_fn=<MeanBackward1>) 41300
tensor(1.6775, grad_fn=<MeanBackward1>) 41400
tensor(3.4979, grad_fn=<MeanBackward1>) 41500
tensor(1.5871, grad_fn=<MeanBackward1>) 41600
tensor(1.7830, grad_fn=<MeanBackward1>) 41700
tensor(1.0405, grad_fn=<MeanBackward1>) 41800
tensor(1.6954, grad_fn=<MeanBackward1>) 41900
tensor(0.9264, grad_fn=<MeanBackward1>) 42000
tensor(1.2011, grad_fn=<MeanBackward1>) 42100
tensor(1.8153, grad_fn=<MeanBackward1>) 42200
tensor(1.0599, grad_fn=<MeanBackward1>) 42300
tensor(2.3572, grad_fn=<MeanBackward1>) 42400
tensor(2.1642, grad_fn=<MeanBackward1>) 42500
tensor(2.8250, grad_fn=<MeanBackward1>) 42600
tensor(1.2601, grad_fn=<MeanBackward1>) 42700
tensor(1.1081, grad_fn=<MeanBackward1>) 42800
tensor(0.7311, grad_fn=<MeanBackward1>) 42900
tensor(1.3098, grad_fn=<MeanBackward1>) 43000
tensor(1.8386, grad_fn=<MeanBackward1>) 43100
tensor(1.8640, grad_fn=<MeanBackward1>) 43200
tensor(1.4883, grad_fn=<MeanBackward1>) 43300
tensor(12.6960, grad_fn=<MeanBackward1>) 43400
tensor(2.2770, grad_fn=<MeanBackward1>) 43500
tensor(1.1027, grad_fn=<MeanBackward1>) 43600
tensor(2.2947, grad_fn=<MeanBackward1>) 43700
tensor(0.7584, grad_fn=<MeanBackward1>) 43800
tensor(0.8293, grad_fn=<MeanBackward1>) 43900
tensor(2.6378, grad_fn=<MeanBackward1>) 44000
tensor(1.4196, grad_fn=<MeanBackward1>) 44100
