Loading miniconda version 22.11.1-1
DenoisingModel(
  (fc1): Linear(in_features=3, out_features=32, bias=True)
  (activation1): cosineact()
  (fc2): Linear(in_features=32, out_features=32, bias=True)
  (activation2): GELU(approximate='none')
  (fc3): Linear(in_features=32, out_features=3, bias=True)
  (activation3): GELU(approximate='none')
  (fc4): Linear(in_features=3, out_features=32, bias=True)
  (activation4): GELU(approximate='none')
  (fc5): Linear(in_features=32, out_features=32, bias=True)
  (activation5): GELU(approximate='none')
  (fc6): Linear(in_features=32, out_features=3, bias=True)
  (activation6): GELU(approximate='none')
  (fc7): Linear(in_features=3, out_features=32, bias=True)
  (activation7): GELU(approximate='none')
  (fc8): Linear(in_features=32, out_features=32, bias=True)
  (activation8): GELU(approximate='none')
  (fc9): Linear(in_features=32, out_features=2, bias=True)
)
tensor(204.9421, grad_fn=<AddBackward0>) 0
tensor(253.7075, grad_fn=<AddBackward0>) 66200
tensor(341.3387, grad_fn=<AddBackward0>) 66300
tensor(208.7204, grad_fn=<AddBackward0>) 66400
tensor(161.6645, grad_fn=<AddBackward0>) 66500
tensor(322.5789, grad_fn=<AddBackward0>) 66600
tensor(322.0457, grad_fn=<AddBackward0>) 66700
tensor(199.1455, grad_fn=<AddBackward0>) 66800
tensor(336.1483, grad_fn=<AddBackward0>) 66900
tensor(301.8820, grad_fn=<AddBackward0>) 67000
tensor(190.7057, grad_fn=<AddBackward0>) 67100
tensor(171.6539, grad_fn=<AddBackward0>) 67200
tensor(133.7686, grad_fn=<AddBackward0>) 67300
tensor(141.5878, grad_fn=<AddBackward0>) 67400
tensor(283.7582, grad_fn=<AddBackward0>) 67500
tensor(304.7904, grad_fn=<AddBackward0>) 67600
tensor(382.7392, grad_fn=<AddBackward0>) 67700
tensor(197.6037, grad_fn=<AddBackward0>) 67800
tensor(370.7046, grad_fn=<AddBackward0>) 67900
tensor(231.2807, grad_fn=<AddBackward0>) 68000
tensor(121.4316, grad_fn=<AddBackward0>) 68100
tensor(192.7883, grad_fn=<AddBackward0>) 68200
tensor(212.7600, grad_fn=<AddBackward0>) 68300
tensor(301.4171, grad_fn=<AddBackward0>) 68400
tensor(180.1893, grad_fn=<AddBackward0>) 68500
tensor(281.8977, grad_fn=<AddBackward0>) 68600
tensor(309.9326, grad_fn=<AddBackward0>) 68700
tensor(211.9474, grad_fn=<AddBackward0>) 68800
tensor(175.8682, grad_fn=<AddBackward0>) 68900
tensor(291.0573, grad_fn=<AddBackward0>) 69000
tensor(317.6071, grad_fn=<AddBackward0>) 69100
tensor(400.7395, grad_fn=<AddBackward0>) 69200
tensor(210.9279, grad_fn=<AddBackward0>) 69300
tensor(236.0703, grad_fn=<AddBackward0>) 69400
tensor(305.5253, grad_fn=<AddBackward0>) 69500
tensor(286.7067, grad_fn=<AddBackward0>) 69600
tensor(160.0716, grad_fn=<AddBackward0>) 69700
tensor(303.8903, grad_fn=<AddBackward0>) 69800
tensor(317.4360, grad_fn=<AddBackward0>) 69900
tensor(373.2034, grad_fn=<AddBackward0>) 70000
tensor(289.2134, grad_fn=<AddBackward0>) 70100
tensor(208.6650, grad_fn=<AddBackward0>) 70200
tensor(400.4860, grad_fn=<AddBackward0>) 70300
tensor(324.7331, grad_fn=<AddBackward0>) 70400
tensor(181.1129, grad_fn=<AddBackward0>) 70500
tensor(505.1201, grad_fn=<AddBackward0>) 70600
tensor(261.1577, grad_fn=<AddBackward0>) 70700
tensor(212.0057, grad_fn=<AddBackward0>) 70800
tensor(304.4435, grad_fn=<AddBackward0>) 70900
tensor(232.7590, grad_fn=<AddBackward0>) 71000
tensor(187.8083, grad_fn=<AddBackward0>) 71100
tensor(145.0475, grad_fn=<AddBackward0>) 71200
tensor(123.1602, grad_fn=<AddBackward0>) 71300
tensor(143.1165, grad_fn=<AddBackward0>) 71400
tensor(195.2618, grad_fn=<AddBackward0>) 71500
tensor(221.6493, grad_fn=<AddBackward0>) 71600
tensor(307.6158, grad_fn=<AddBackward0>) 71700
tensor(228.3934, grad_fn=<AddBackward0>) 71800
tensor(173.6469, grad_fn=<AddBackward0>) 71900
tensor(213.9467, grad_fn=<AddBackward0>) 72000
tensor(207.8297, grad_fn=<AddBackward0>) 72100
tensor(262.9222, grad_fn=<AddBackward0>) 72200
tensor(145.8668, grad_fn=<AddBackward0>) 72300
tensor(229.3187, grad_fn=<AddBackward0>) 72400
tensor(243.5915, grad_fn=<AddBackward0>) 72500
tensor(337.4147, grad_fn=<AddBackward0>) 72600
tensor(237.4636, grad_fn=<AddBackward0>) 72700
tensor(252.3589, grad_fn=<AddBackward0>) 72800
tensor(209.2138, grad_fn=<AddBackward0>) 72900
tensor(469.9890, grad_fn=<AddBackward0>) 73000
tensor(180.1637, grad_fn=<AddBackward0>) 73100
tensor(269.2342, grad_fn=<AddBackward0>) 73200
tensor(401.0668, grad_fn=<AddBackward0>) 73300
tensor(141.9729, grad_fn=<AddBackward0>) 73400
tensor(157.7830, grad_fn=<AddBackward0>) 73500
tensor(220.7688, grad_fn=<AddBackward0>) 73600
tensor(294.1065, grad_fn=<AddBackward0>) 73700
tensor(360.2406, grad_fn=<AddBackward0>) 73800
tensor(181.1939, grad_fn=<AddBackward0>) 73900
tensor(171.3630, grad_fn=<AddBackward0>) 74000
tensor(211.8253, grad_fn=<AddBackward0>) 74100
tensor(210.6728, grad_fn=<AddBackward0>) 74200
tensor(189.9015, grad_fn=<AddBackward0>) 74300
tensor(294.9934, grad_fn=<AddBackward0>) 74400
tensor(162.3858, grad_fn=<AddBackward0>) 74500
tensor(231.9823, grad_fn=<AddBackward0>) 74600
tensor(154.4883, grad_fn=<AddBackward0>) 74700
tensor(343.7867, grad_fn=<AddBackward0>) 74800
tensor(260.7459, grad_fn=<AddBackward0>) 74900
tensor(243.9201, grad_fn=<AddBackward0>) 75000
tensor(220.8957, grad_fn=<AddBackward0>) 75100
tensor(261.9014, grad_fn=<AddBackward0>) 75200
tensor(514.0696, grad_fn=<AddBackward0>) 75300
tensor(330.8123, grad_fn=<AddBackward0>) 75400
tensor(288.1256, grad_fn=<AddBackward0>) 75500
tensor(167.2199, grad_fn=<AddBackward0>) 75600
tensor(462.6417, grad_fn=<AddBackward0>) 75700
tensor(203.3810, grad_fn=<AddBackward0>) 75800
tensor(394.6600, grad_fn=<AddBackward0>) 75900
tensor(246.4402, grad_fn=<AddBackward0>) 76000
tensor(184.1223, grad_fn=<AddBackward0>) 76100
tensor(201.2690, grad_fn=<AddBackward0>) 76200
tensor(222.7940, grad_fn=<AddBackward0>) 76300
tensor(211.2957, grad_fn=<AddBackward0>) 76400
tensor(474.6726, grad_fn=<AddBackward0>) 76500
tensor(449.2599, grad_fn=<AddBackward0>) 76600
tensor(176.2042, grad_fn=<AddBackward0>) 76700
tensor(256.5436, grad_fn=<AddBackward0>) 76800
tensor(376.4145, grad_fn=<AddBackward0>) 76900
tensor(223.9628, grad_fn=<AddBackward0>) 77000
tensor(159.5719, grad_fn=<AddBackward0>) 77100
tensor(400.5543, grad_fn=<AddBackward0>) 77200
tensor(196.7095, grad_fn=<AddBackward0>) 77300
tensor(280.5431, grad_fn=<AddBackward0>) 77400
tensor(191.2831, grad_fn=<AddBackward0>) 77500
tensor(209.6615, grad_fn=<AddBackward0>) 77600
tensor(309.1223, grad_fn=<AddBackward0>) 77700
tensor(456.9396, grad_fn=<AddBackward0>) 77800
tensor(142.7951, grad_fn=<AddBackward0>) 77900
tensor(174.3050, grad_fn=<AddBackward0>) 78000
tensor(305.6507, grad_fn=<AddBackward0>) 78100
tensor(255.0543, grad_fn=<AddBackward0>) 78200
tensor(192.3772, grad_fn=<AddBackward0>) 78300
tensor(372.6614, grad_fn=<AddBackward0>) 78400
tensor(301.6775, grad_fn=<AddBackward0>) 78500
tensor(211.6266, grad_fn=<AddBackward0>) 78600
tensor(424.7058, grad_fn=<AddBackward0>) 78700
tensor(210.6180, grad_fn=<AddBackward0>) 78800
tensor(299.9749, grad_fn=<AddBackward0>) 78900
tensor(261.3868, grad_fn=<AddBackward0>) 79000
tensor(186.7048, grad_fn=<AddBackward0>) 79100
tensor(355.3857, grad_fn=<AddBackward0>) 79200
tensor(168.8951, grad_fn=<AddBackward0>) 79300
tensor(209.8190, grad_fn=<AddBackward0>) 79400
tensor(318.6484, grad_fn=<AddBackward0>) 79500
tensor(236.9824, grad_fn=<AddBackward0>) 79600
tensor(320.7032, grad_fn=<AddBackward0>) 79700
tensor(395.9936, grad_fn=<AddBackward0>) 79800
tensor(247.6090, grad_fn=<AddBackward0>) 79900
tensor(286.7358, grad_fn=<AddBackward0>) 80000
tensor(261.8119, grad_fn=<AddBackward0>) 80100
tensor(466.1815, grad_fn=<AddBackward0>) 80200
tensor(306.2436, grad_fn=<AddBackward0>) 80300
tensor(209.7771, grad_fn=<AddBackward0>) 80400
tensor(433.9041, grad_fn=<AddBackward0>) 80500
tensor(360.0298, grad_fn=<AddBackward0>) 80600
tensor(196.3991, grad_fn=<AddBackward0>) 80700
tensor(226.6651, grad_fn=<AddBackward0>) 80800
tensor(177.5651, grad_fn=<AddBackward0>) 80900
tensor(325.9164, grad_fn=<AddBackward0>) 81000
tensor(377.9182, grad_fn=<AddBackward0>) 81100
tensor(266.0324, grad_fn=<AddBackward0>) 81200
tensor(235.7991, grad_fn=<AddBackward0>) 81300
tensor(296.2775, grad_fn=<AddBackward0>) 81400
tensor(189.3073, grad_fn=<AddBackward0>) 81500
tensor(140.3018, grad_fn=<AddBackward0>) 81600
tensor(254.9144, grad_fn=<AddBackward0>) 81700
tensor(232.4629, grad_fn=<AddBackward0>) 81800
tensor(175.3250, grad_fn=<AddBackward0>) 81900
tensor(203.9284, grad_fn=<AddBackward0>) 82000
tensor(268.0538, grad_fn=<AddBackward0>) 82100
tensor(420.5565, grad_fn=<AddBackward0>) 82200
tensor(185.0495, grad_fn=<AddBackward0>) 82300
tensor(190.3996, grad_fn=<AddBackward0>) 82400
tensor(235.4778, grad_fn=<AddBackward0>) 82500
tensor(299.0735, grad_fn=<AddBackward0>) 82600
tensor(176.0868, grad_fn=<AddBackward0>) 82700
tensor(188.7737, grad_fn=<AddBackward0>) 82800
tensor(169.5429, grad_fn=<AddBackward0>) 82900
tensor(99.0912, grad_fn=<AddBackward0>) 83000
tensor(349.8394, grad_fn=<AddBackward0>) 83100
tensor(230.8736, grad_fn=<AddBackward0>) 83200
tensor(163.5705, grad_fn=<AddBackward0>) 83300
tensor(235.7669, grad_fn=<AddBackward0>) 83400
tensor(161.9131, grad_fn=<AddBackward0>) 83500
tensor(200.7052, grad_fn=<AddBackward0>) 83600
tensor(407.7359, grad_fn=<AddBackward0>) 83700
tensor(499.5707, grad_fn=<AddBackward0>) 83800
tensor(247.0102, grad_fn=<AddBackward0>) 83900
tensor(208.3885, grad_fn=<AddBackward0>) 84000
tensor(193.3351, grad_fn=<AddBackward0>) 84100
tensor(197.3699, grad_fn=<AddBackward0>) 84200
tensor(342.0159, grad_fn=<AddBackward0>) 84300
tensor(192.4040, grad_fn=<AddBackward0>) 84400
tensor(261.5507, grad_fn=<AddBackward0>) 84500
tensor(201.6801, grad_fn=<AddBackward0>) 84600
tensor(307.9367, grad_fn=<AddBackward0>) 84700
tensor(249.7988, grad_fn=<AddBackward0>) 84800
tensor(352.2848, grad_fn=<AddBackward0>) 84900
tensor(378.3941, grad_fn=<AddBackward0>) 85000
tensor(204.4560, grad_fn=<AddBackward0>) 85100
tensor(216.4680, grad_fn=<AddBackward0>) 85200
tensor(284.5186, grad_fn=<AddBackward0>) 85300
tensor(213.9304, grad_fn=<AddBackward0>) 85400
tensor(225.6400, grad_fn=<AddBackward0>) 85500
tensor(288.6840, grad_fn=<AddBackward0>) 85600
tensor(276.1605, grad_fn=<AddBackward0>) 85700
tensor(232.6826, grad_fn=<AddBackward0>) 85800
tensor(195.2214, grad_fn=<AddBackward0>) 85900
tensor(285.8755, grad_fn=<AddBackward0>) 86000
tensor(338.1446, grad_fn=<AddBackward0>) 86100
tensor(212.5796, grad_fn=<AddBackward0>) 86200
tensor(207.6216, grad_fn=<AddBackward0>) 86300
tensor(217.1001, grad_fn=<AddBackward0>) 86400
tensor(233.3539, grad_fn=<AddBackward0>) 86500
tensor(149.7978, grad_fn=<AddBackward0>) 86600
tensor(240.1969, grad_fn=<AddBackward0>) 86700
tensor(156.9625, grad_fn=<AddBackward0>) 86800
tensor(370.6024, grad_fn=<AddBackward0>) 86900
tensor(311.6301, grad_fn=<AddBackward0>) 87000
tensor(268.9897, grad_fn=<AddBackward0>) 87100
tensor(187.2930, grad_fn=<AddBackward0>) 87200
tensor(186.1051, grad_fn=<AddBackward0>) 87300
tensor(196.6966, grad_fn=<AddBackward0>) 87400
tensor(299.4641, grad_fn=<AddBackward0>) 87500
tensor(319.0872, grad_fn=<AddBackward0>) 87600
tensor(313.5315, grad_fn=<AddBackward0>) 87700
tensor(204.8387, grad_fn=<AddBackward0>) 87800
tensor(408.9854, grad_fn=<AddBackward0>) 87900
tensor(218.1856, grad_fn=<AddBackward0>) 88000
tensor(320.7984, grad_fn=<AddBackward0>) 88100
tensor(291.5715, grad_fn=<AddBackward0>) 88200
tensor(208.1298, grad_fn=<AddBackward0>) 88300
tensor(176.1869, grad_fn=<AddBackward0>) 88400
tensor(266.8331, grad_fn=<AddBackward0>) 88500
tensor(373.1908, grad_fn=<AddBackward0>) 88600
tensor(181.5481, grad_fn=<AddBackward0>) 88700
tensor(211.1402, grad_fn=<AddBackward0>) 88800
tensor(276.9311, grad_fn=<AddBackward0>) 88900
tensor(376.3379, grad_fn=<AddBackward0>) 89000
tensor(210.1395, grad_fn=<AddBackward0>) 89100
tensor(348.8918, grad_fn=<AddBackward0>) 89200
tensor(163.8372, grad_fn=<AddBackward0>) 89300
tensor(204.9902, grad_fn=<AddBackward0>) 89400
tensor(278.6349, grad_fn=<AddBackward0>) 89500
tensor(295.0437, grad_fn=<AddBackward0>) 89600
tensor(260.2571, grad_fn=<AddBackward0>) 89700
tensor(259.1201, grad_fn=<AddBackward0>) 89800
tensor(304.1248, grad_fn=<AddBackward0>) 89900
tensor(243.0823, grad_fn=<AddBackward0>) 90000
tensor(246.6128, grad_fn=<AddBackward0>) 90100
tensor(273.9037, grad_fn=<AddBackward0>) 90200
tensor(256.4982, grad_fn=<AddBackward0>) 90300
tensor(198.1759, grad_fn=<AddBackward0>) 90400
tensor(152.5770, grad_fn=<AddBackward0>) 90500
tensor(221.8420, grad_fn=<AddBackward0>) 90600
tensor(181.1158, grad_fn=<AddBackward0>) 90700
tensor(175.1386, grad_fn=<AddBackward0>) 90800
tensor(292.8322, grad_fn=<AddBackward0>) 90900
tensor(210.3919, grad_fn=<AddBackward0>) 91000
tensor(214.3630, grad_fn=<AddBackward0>) 91100
tensor(307.7201, grad_fn=<AddBackward0>) 91200
tensor(448.8971, grad_fn=<AddBackward0>) 91300
tensor(193.4246, grad_fn=<AddBackward0>) 91400
tensor(234.5038, grad_fn=<AddBackward0>) 91500
tensor(169.1926, grad_fn=<AddBackward0>) 91600
tensor(321.7665, grad_fn=<AddBackward0>) 91700
tensor(180.2696, grad_fn=<AddBackward0>) 91800
tensor(445.3456, grad_fn=<AddBackward0>) 91900
tensor(229.2144, grad_fn=<AddBackward0>) 92000
tensor(244.0416, grad_fn=<AddBackward0>) 92100
tensor(247.4701, grad_fn=<AddBackward0>) 92200
tensor(184.1160, grad_fn=<AddBackward0>) 92300
tensor(237.1629, grad_fn=<AddBackward0>) 92400
tensor(215.7371, grad_fn=<AddBackward0>) 92500
tensor(364.1574, grad_fn=<AddBackward0>) 92600
tensor(200.8687, grad_fn=<AddBackward0>) 92700
tensor(337.8162, grad_fn=<AddBackward0>) 92800
tensor(284.6364, grad_fn=<AddBackward0>) 92900
tensor(250.7107, grad_fn=<AddBackward0>) 93000
tensor(204.3186, grad_fn=<AddBackward0>) 93100
tensor(254.9657, grad_fn=<AddBackward0>) 93200
tensor(258.9256, grad_fn=<AddBackward0>) 93300
tensor(186.8127, grad_fn=<AddBackward0>) 93400
tensor(210.2812, grad_fn=<AddBackward0>) 93500
tensor(133.0630, grad_fn=<AddBackward0>) 93600
tensor(278.4771, grad_fn=<AddBackward0>) 93700
tensor(241.6254, grad_fn=<AddBackward0>) 93800
tensor(200.6341, grad_fn=<AddBackward0>) 93900
tensor(301.1810, grad_fn=<AddBackward0>) 94000
tensor(184.9930, grad_fn=<AddBackward0>) 94100
tensor(389.1369, grad_fn=<AddBackward0>) 94200
tensor(316.7113, grad_fn=<AddBackward0>) 94300
tensor(203.6728, grad_fn=<AddBackward0>) 94400
tensor(154.8372, grad_fn=<AddBackward0>) 94500
tensor(133.7813, grad_fn=<AddBackward0>) 94600
tensor(274.7024, grad_fn=<AddBackward0>) 94700
tensor(270.7427, grad_fn=<AddBackward0>) 94800
tensor(263.9689, grad_fn=<AddBackward0>) 94900
tensor(142.8810, grad_fn=<AddBackward0>) 95000
tensor(351.0417, grad_fn=<AddBackward0>) 95100
tensor(193.8119, grad_fn=<AddBackward0>) 95200
tensor(227.3243, grad_fn=<AddBackward0>) 95300
tensor(225.7065, grad_fn=<AddBackward0>) 95400
tensor(205.1614, grad_fn=<AddBackward0>) 95500
tensor(296.7610, grad_fn=<AddBackward0>) 95600
tensor(193.9662, grad_fn=<AddBackward0>) 95700
tensor(321.3077, grad_fn=<AddBackward0>) 95800
tensor(128.1623, grad_fn=<AddBackward0>) 95900
tensor(295.6321, grad_fn=<AddBackward0>) 96000
tensor(233.9088, grad_fn=<AddBackward0>) 96100
tensor(251.6525, grad_fn=<AddBackward0>) 96200
tensor(221.7390, grad_fn=<AddBackward0>) 96300
tensor(187.0994, grad_fn=<AddBackward0>) 96400
tensor(87.2363, grad_fn=<AddBackward0>) 96500
tensor(408.6848, grad_fn=<AddBackward0>) 96600
tensor(235.6428, grad_fn=<AddBackward0>) 96700
tensor(245.4385, grad_fn=<AddBackward0>) 96800
tensor(218.2743, grad_fn=<AddBackward0>) 96900
tensor(137.6626, grad_fn=<AddBackward0>) 97000
tensor(176.9070, grad_fn=<AddBackward0>) 97100
tensor(268.7200, grad_fn=<AddBackward0>) 97200
tensor(411.3004, grad_fn=<AddBackward0>) 97300
tensor(126.4308, grad_fn=<AddBackward0>) 97400
tensor(194.7112, grad_fn=<AddBackward0>) 97500
tensor(235.5811, grad_fn=<AddBackward0>) 97600
tensor(281.8805, grad_fn=<AddBackward0>) 97700
tensor(232.8304, grad_fn=<AddBackward0>) 97800
tensor(211.3224, grad_fn=<AddBackward0>) 97900
tensor(210.5446, grad_fn=<AddBackward0>) 98000
tensor(160.6633, grad_fn=<AddBackward0>) 98100
tensor(258.9768, grad_fn=<AddBackward0>) 98200
tensor(195.0635, grad_fn=<AddBackward0>) 98300
tensor(173.8350, grad_fn=<AddBackward0>) 98400
tensor(512.7119, grad_fn=<AddBackward0>) 98500
tensor(252.8804, grad_fn=<AddBackward0>) 98600
tensor(205.5322, grad_fn=<AddBackward0>) 98700
tensor(245.0237, grad_fn=<AddBackward0>) 98800
tensor(277.1765, grad_fn=<AddBackward0>) 98900
tensor(245.3061, grad_fn=<AddBackward0>) 99000
tensor(269.2290, grad_fn=<AddBackward0>) 99100
tensor(182.8876, grad_fn=<AddBackward0>) 99200
tensor(164.2365, grad_fn=<AddBackward0>) 99300
tensor(222.9561, grad_fn=<AddBackward0>) 99400
tensor(383.0234, grad_fn=<AddBackward0>) 99500
tensor(243.3365, grad_fn=<AddBackward0>) 99600
tensor(180.6984, grad_fn=<AddBackward0>) 99700
tensor(236.8493, grad_fn=<AddBackward0>) 99800
tensor(129.0562, grad_fn=<AddBackward0>) 99900
tensor(242.2806, grad_fn=<AddBackward0>) 100000
DenoisingModel(
  (fc1): Linear(in_features=3, out_features=32, bias=True)
  (activation1): cosineact()
  (fc2): Linear(in_features=32, out_features=32, bias=True)
  (activation2): GELU(approximate='none')
  (fc3): Linear(in_features=32, out_features=3, bias=True)
  (activation3): GELU(approximate='none')
  (fc4): Linear(in_features=3, out_features=32, bias=True)
  (activation4): GELU(approximate='none')
  (fc5): Linear(in_features=32, out_features=32, bias=True)
  (activation5): GELU(approximate='none')
  (fc6): Linear(in_features=32, out_features=3, bias=True)
  (activation6): GELU(approximate='none')
  (fc7): Linear(in_features=3, out_features=32, bias=True)
  (activation7): GELU(approximate='none')
  (fc8): Linear(in_features=32, out_features=32, bias=True)
  (activation8): GELU(approximate='none')
  (fc9): Linear(in_features=32, out_features=2, bias=True)
)
tensor(615.8937, grad_fn=<AddBackward0>) 0
tensor(179.5070, grad_fn=<AddBackward0>) 100
tensor(228.3427, grad_fn=<AddBackward0>) 200
tensor(251.6092, grad_fn=<AddBackward0>) 300
tensor(169.8567, grad_fn=<AddBackward0>) 400
tensor(417.2336, grad_fn=<AddBackward0>) 500
tensor(203.1256, grad_fn=<AddBackward0>) 600
tensor(172.3636, grad_fn=<AddBackward0>) 700
tensor(269.4818, grad_fn=<AddBackward0>) 800
tensor(147.0144, grad_fn=<AddBackward0>) 900
tensor(171.3199, grad_fn=<AddBackward0>) 1000
tensor(258.9843, grad_fn=<AddBackward0>) 1100
tensor(181.7861, grad_fn=<AddBackward0>) 1200
tensor(187.7605, grad_fn=<AddBackward0>) 1300
tensor(331.4863, grad_fn=<AddBackward0>) 1400
tensor(171.2420, grad_fn=<AddBackward0>) 1500
tensor(310.2857, grad_fn=<AddBackward0>) 1600
tensor(157.9640, grad_fn=<AddBackward0>) 1700
tensor(242.8690, grad_fn=<AddBackward0>) 1800
tensor(308.2581, grad_fn=<AddBackward0>) 1900
tensor(307.1323, grad_fn=<AddBackward0>) 2000
tensor(244.5093, grad_fn=<AddBackward0>) 2100
tensor(196.4281, grad_fn=<AddBackward0>) 2200
tensor(241.8872, grad_fn=<AddBackward0>) 2300
tensor(284.0074, grad_fn=<AddBackward0>) 2400
tensor(314.2014, grad_fn=<AddBackward0>) 2500
tensor(217.6360, grad_fn=<AddBackward0>) 2600
tensor(196.1004, grad_fn=<AddBackward0>) 2700
tensor(192.5564, grad_fn=<AddBackward0>) 2800
tensor(286.2768, grad_fn=<AddBackward0>) 2900
tensor(340.7497, grad_fn=<AddBackward0>) 3000
tensor(216.4165, grad_fn=<AddBackward0>) 3100
tensor(258.3305, grad_fn=<AddBackward0>) 3200
tensor(171.1881, grad_fn=<AddBackward0>) 3300
tensor(280.9789, grad_fn=<AddBackward0>) 3400
tensor(273.2493, grad_fn=<AddBackward0>) 3500
tensor(247.6969, grad_fn=<AddBackward0>) 3600
tensor(214.7521, grad_fn=<AddBackward0>) 3700
tensor(310.4488, grad_fn=<AddBackward0>) 3800
tensor(140.9193, grad_fn=<AddBackward0>) 3900
tensor(240.3445, grad_fn=<AddBackward0>) 4000
tensor(253.8163, grad_fn=<AddBackward0>) 4100
tensor(246.9391, grad_fn=<AddBackward0>) 4200
tensor(220.3813, grad_fn=<AddBackward0>) 4300
tensor(221.3933, grad_fn=<AddBackward0>) 4400
tensor(189.1283, grad_fn=<AddBackward0>) 4500
tensor(167.2947, grad_fn=<AddBackward0>) 4600
tensor(307.0833, grad_fn=<AddBackward0>) 4700
tensor(301.8924, grad_fn=<AddBackward0>) 4800
tensor(227.0708, grad_fn=<AddBackward0>) 4900
tensor(408.1969, grad_fn=<AddBackward0>) 5000
tensor(430.6896, grad_fn=<AddBackward0>) 5100
tensor(290.6921, grad_fn=<AddBackward0>) 5200
tensor(171.4169, grad_fn=<AddBackward0>) 5300
tensor(211.0208, grad_fn=<AddBackward0>) 5400
tensor(199.1171, grad_fn=<AddBackward0>) 5500
tensor(201.0061, grad_fn=<AddBackward0>) 5600
tensor(245.1986, grad_fn=<AddBackward0>) 5700
tensor(220.5485, grad_fn=<AddBackward0>) 5800
tensor(284.4860, grad_fn=<AddBackward0>) 5900
tensor(287.6791, grad_fn=<AddBackward0>) 6000
tensor(273.6375, grad_fn=<AddBackward0>) 6100
tensor(233.6535, grad_fn=<AddBackward0>) 6200
tensor(199.9168, grad_fn=<AddBackward0>) 6300
tensor(210.3965, grad_fn=<AddBackward0>) 6400
tensor(265.6385, grad_fn=<AddBackward0>) 6500
tensor(202.7095, grad_fn=<AddBackward0>) 6600
tensor(169.4403, grad_fn=<AddBackward0>) 6700
tensor(138.5936, grad_fn=<AddBackward0>) 6800
tensor(196.6085, grad_fn=<AddBackward0>) 6900
tensor(202.2234, grad_fn=<AddBackward0>) 7000
tensor(200.5293, grad_fn=<AddBackward0>) 7100
tensor(319.6844, grad_fn=<AddBackward0>) 7200
tensor(208.6305, grad_fn=<AddBackward0>) 7300
tensor(211.5779, grad_fn=<AddBackward0>) 7400
tensor(242.9963, grad_fn=<AddBackward0>) 7500
tensor(282.3544, grad_fn=<AddBackward0>) 7600
tensor(483.1669, grad_fn=<AddBackward0>) 7700
tensor(214.3054, grad_fn=<AddBackward0>) 7800
tensor(213.2726, grad_fn=<AddBackward0>) 7900
tensor(238.1624, grad_fn=<AddBackward0>) 8000
tensor(273.5809, grad_fn=<AddBackward0>) 8100
tensor(271.5699, grad_fn=<AddBackward0>) 8200
tensor(372.5482, grad_fn=<AddBackward0>) 8300
tensor(223.7512, grad_fn=<AddBackward0>) 8400
tensor(377.5613, grad_fn=<AddBackward0>) 8500
tensor(211.3926, grad_fn=<AddBackward0>) 8600
tensor(313.5656, grad_fn=<AddBackward0>) 8700
tensor(198.6253, grad_fn=<AddBackward0>) 8800
tensor(279.2575, grad_fn=<AddBackward0>) 8900
tensor(226.0316, grad_fn=<AddBackward0>) 9000
tensor(269.7401, grad_fn=<AddBackward0>) 9100
tensor(526.4701, grad_fn=<AddBackward0>) 9200
tensor(281.0752, grad_fn=<AddBackward0>) 9300
tensor(187.7791, grad_fn=<AddBackward0>) 9400
tensor(196.9352, grad_fn=<AddBackward0>) 9500
tensor(205.7349, grad_fn=<AddBackward0>) 9600
tensor(370.5798, grad_fn=<AddBackward0>) 9700
tensor(304.4456, grad_fn=<AddBackward0>) 9800
tensor(230.1960, grad_fn=<AddBackward0>) 9900
tensor(258.3940, grad_fn=<AddBackward0>) 10000
tensor(211.5141, grad_fn=<AddBackward0>) 10100
tensor(313.8486, grad_fn=<AddBackward0>) 10200
tensor(201.2073, grad_fn=<AddBackward0>) 10300
tensor(266.6063, grad_fn=<AddBackward0>) 10400
tensor(300.6398, grad_fn=<AddBackward0>) 10500
tensor(169.0976, grad_fn=<AddBackward0>) 10600
tensor(439.6941, grad_fn=<AddBackward0>) 10700
tensor(207.6858, grad_fn=<AddBackward0>) 10800
tensor(184.8374, grad_fn=<AddBackward0>) 10900
tensor(344.6997, grad_fn=<AddBackward0>) 11000
tensor(214.3525, grad_fn=<AddBackward0>) 11100
tensor(202.7806, grad_fn=<AddBackward0>) 11200
tensor(155.3918, grad_fn=<AddBackward0>) 11300
tensor(306.2567, grad_fn=<AddBackward0>) 11400
tensor(268.4432, grad_fn=<AddBackward0>) 11500
tensor(489.4750, grad_fn=<AddBackward0>) 11600
tensor(331.9131, grad_fn=<AddBackward0>) 11700
tensor(674.2144, grad_fn=<AddBackward0>) 11800
tensor(289.0057, grad_fn=<AddBackward0>) 11900
tensor(264.6590, grad_fn=<AddBackward0>) 12000
tensor(214.6227, grad_fn=<AddBackward0>) 12100
tensor(182.6327, grad_fn=<AddBackward0>) 12200
tensor(213.3437, grad_fn=<AddBackward0>) 12300
tensor(303.6433, grad_fn=<AddBackward0>) 12400
tensor(168.4363, grad_fn=<AddBackward0>) 12500
tensor(370.9433, grad_fn=<AddBackward0>) 12600
tensor(360.7224, grad_fn=<AddBackward0>) 12700
tensor(206.6925, grad_fn=<AddBackward0>) 12800
tensor(223.3241, grad_fn=<AddBackward0>) 12900
tensor(223.0815, grad_fn=<AddBackward0>) 13000
